trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.01, 'e': 0.9820042351172703}",25,0,-100.16400175136403,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.9800665778412416}",20,13,-80.75179776210285,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
21,False,"{'a': 0.01, 'e': 0.9780309147241483}",20,0,-64.09431303771072,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
22,False,"{'a': 0.01, 'e': 0.9758974493306055}",25,0,-115.68730401087763,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.9736663950053749}",20,0,-80.28553671212993,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
24,False,"{'a': 0.01, 'e': 0.9713379748520297}",30,0,-85.77464998174754,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.9689124217106447}",25,0,-160.1749698690522,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
26,False,"{'a': 0.01, 'e': 0.9663899781345132}",25,0,-66.97182856818279,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9637708963658905}",30,3,-157.62271547816897,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 4}",1
28,False,"{'a': 0.01, 'e': 0.9610554383107709}",20,0,-100.62129489978142,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.9582438755126972}",20,0,-100.35354942816872,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.955336489125606}",20,0,-182.85370707779498,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
31,False,"{'a': 0.01, 'e': 0.9523335698857134}",20,0,-196.8257148588522,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
32,False,"{'a': 0.01, 'e': 0.9492354180824408}",20,0,-136.53953206220967,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.946042343528387}",30,0,-117.53172278777045,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
34,False,"{'a': 0.01, 'e': 0.9427546655283462}",20,0,-172.51880226950294,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
35,False,"{'a': 0.01, 'e': 0.9393727128473789}",30,0,-106.12320557715339,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.9358968236779348}",30,0,-172.61912144167488,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
37,False,"{'a': 0.01, 'e': 0.9323273456060345}",25,3,-97.5644198232871,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",1
38,False,"{'a': 0.01, 'e': 0.9286646355765102}",20,0,-39.99320665634604,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.9249090598573131}",20,0,-96.42365163265549,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
40,False,"{'a': 0.01, 'e': 0.9210609940028851}",20,0,-123.38508897526992,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
41,False,"{'a': 0.01, 'e': 0.9171208228166051}",30,0,-155.82291252131225,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
42,False,"{'a': 0.01, 'e': 0.9130889403123083}",20,0,-90.23527286789252,"{0: 9, 1: 5, 2: 4, 3: 2, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.9089657496748851}",30,0,-230.52663091687515,"{0: 17, 1: 1, 2: 8, 3: 0, 4: 4}",0
44,False,"{'a': 0.01, 'e': 0.9047516632199634}",20,0,-40.53098196392884,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.9004471023526769}",35,0,-242.6315746618761,"{0: 22, 1: 4, 2: 3, 3: 2, 4: 4}",0
46,False,"{'a': 0.01, 'e': 0.8960524975255252}",25,0,-40.295154596197904,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.891568288195329}",25,0,-102.09993507814242,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
48,False,"{'a': 0.01, 'e': 0.8869949227792842}",20,0,-101.13311312282457,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
49,False,"{'a': 0.01, 'e': 0.8823328586101215}",20,0,-75.54475892333018,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.8775825618903728}",20,0,-65.11603940766096,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",20,0,-55.17072657851458,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",20,0,-97.16613680351604,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.862807070514761}",20,0,-116.73442337435868,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",20,10,-79.58642960564924,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 2}",1
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",25,0,-85.44627779584408,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,0,-48.24346514086511,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-43.896745408539324,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,0,-39.053419901139655,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.8309406791001636}",25,0,-143.6366472039439,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",30,0,-247.5381159022628,"{0: 14, 1: 4, 2: 6, 3: 3, 4: 3}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",20,0,-77.91732146553846,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-207.45441803757566,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 3}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",35,0,-142.17141400287244,"{0: 21, 1: 4, 2: 7, 3: 2, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-129.57607024202957,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
65,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-76.38868670023263,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",30,0,-176.75149095111215,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",30,0,-166.26818011189152,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,11,-13.378161383376838,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",20,13,-0.821373056984779,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",20,0,-50.41949696462314,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",20,0,-52.04005339137198,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.751805729140895}",20,0,-192.5353350184726,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-117.08868589208183,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",20,0,-135.58858446896969,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",25,0,-22.78448131983795,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",20,0,-95.50745531422673,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109433}",25,0,-44.84318878827197,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",30,0,-30.899364710010047,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522361}",20,0,-171.0658094037354,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
80,False,"{'a': 0.01, 'e': 0.6967067093471654}",25,0,-57.14475676983523,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.01, 'e': 0.689498432951747}",20,12,-39.297960477352625,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.6822212072876135}",20,0,-175.28334845505455,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
83,False,"{'a': 0.01, 'e': 0.674875760071267}",30,5,-47.81379153470693,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.6674628258413081}",30,0,-44.975816606006035,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,0,-6.7394983866940965,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",25,0,-61.771907513642084,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",20,0,-62.370710183318955,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",30,19,13.092235085815416,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",20,11,14.361068934336577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.6216099682706644}",25,0,-72.74318856355332,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",30,0,-11.735612767886966,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.01, 'e': 0.6058201566434628}",25,0,-49.58356847114107,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",25,0,-9.412708422673788,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.5897880250310982}",25,15,-19.241704053130427,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",20,0,-58.45453703029236,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",30,0,-139.1227186411096,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
97,False,"{'a': 0.01, 'e': 0.5652995311603544}",25,0,-28.173763909744032,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.5570225467662173}",25,0,-35.23852098396358,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
99,False,"{'a': 0.01, 'e': 0.5486898605815875}",25,2,-88.5880917727779,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",25,4,-28.02104851137764,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",35,6,-9.414312658151534,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5233659512516495}",20,0,-11.861347749905642,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",30,0,-78.03582498688425,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",30,0,-121.40363439219371,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
105,False,"{'a': 0.01, 'e': 0.49757104789172696}",30,15,-27.08750296870885,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.01, 'e': 0.4888720818605275}",30,0,-26.97515993782966,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.4801242290285341}",25,0,-15.355455544959117,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",25,2,-4.780012390015899,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",20,15,5.120056260454162,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",25,7,-12.039475735773221,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.4446615167417068}",25,0,-69.82674793839821,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
112,False,"{'a': 0.01, 'e': 0.4356824462767121}",25,11,3.818780621417657,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",25,17,6.361616368680907,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",20,12,-1.9643861356521044,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",20,0,-31.734211687692934,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",30,16,15.269812958574729,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",30,20,21.687414067881285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.38092482436688185}",30,0,-45.60171729249403,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
119,False,"{'a': 0.01, 'e': 0.371659872260533}",20,12,-15.603531325404568,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",20,0,0.9391711025262521,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.3530194012193304}",25,2,-13.332269668964251,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,13,11.185337237861017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",20,12,2.8067592661720466,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",30,16,13.464532156680855,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",30,0,-19.98186841296297,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.30581690837828934}",30,16,-17.551040365610298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.01, 'e': 0.29628087292531874}",35,0,-2.092389567302294,"{0: 30, 1: 0, 2: 5, 3: 0, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.2867152096319555}",20,5,17.785138523678224,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,12,6.598139383585678,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,1,30.746720520563876,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.25785003253266964}",30,0,35.826643491521985,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",20,4,-8.612085407564223,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",20,3,20.636824607523664,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",25,6,16.104212069170714,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",35,0,-9.294356502544936,"{0: 31, 1: 0, 2: 3, 3: 1, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,9,19.78000931295369,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",20,5,20.80138589749692,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",30,11,-22.618394619582034,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
139,False,"{'a': 0.01, 'e': 0.17981297767299936}",25,13,-12.810604599747466,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",25,14,11.607364498783483,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",25,13,-20.96048453940863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,0,16.201218026127297,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.14033160584673673}",30,20,12.805329893044753,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",20,12,-8.3555989462193,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.12050276936736662}",25,6,11.60285169785563,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.11056977982006959}",20,3,30.08048474240955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693173}",25,0,-13.557741972210092,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.09067162446430968}",30,8,15.061806377726914,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480063}",25,15,17.239684669190353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.0707372016677029}",30,9,-41.90305753768736,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
151,False,"{'a': 0.01, 'e': 0.0607588812193859}",20,0,31.119697286382625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.01, 'e': 0.05077448493357918}",25,19,-0.6921361266576584,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.040785011241591035}",25,13,19.910952536334648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.03079145908246612}",20,12,15.187433301788795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.020794827803092428}",25,11,26.39833162121369,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.010796117058267392}",20,14,11.581866017784336,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.0007963267107332633}",30,10,33.40987046055278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.009203543268808336}",25,7,30.9299443932935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.01920249290169265}",30,18,19.984374856729687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.029199522301288815}",30,18,22.683829799368954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.03919363177298771}",25,8,21.437550893721006,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.049183821914170554}",25,14,19.935373479310446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.05916909371414836}",20,15,8.981610912628671,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.06914844865406217}",30,0,45.454731347494246,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.07912088880673408}",25,0,10.891114433104503,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.08908541693645919}",20,3,29.60240949787409,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.09904103659872801}",20,8,16.675081631425254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.10898675223987112}",20,12,14.579075126952628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.11892156929661223}",30,22,16.554737237251135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.12884449429552464}",20,0,-13.170812123611276,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
171,False,"{'a': 0.01, 'e': 0.13875453495237755}",20,5,11.806434603582744,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.14865070027136365}",30,10,21.077823097371596,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.15853200064419776}",35,17,24.08684459160728,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.16839744794907702}",20,0,30.685551056380486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.01, 'e': 0.17824605564949209}",25,8,-12.26669700364694,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.01, 'e': 0.1880768388928801}",30,0,36.569280093398184,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.197888814609109}",20,0,24.80175044009996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.2076810016087838}",20,12,15.218933710321057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.21745242068136464}",25,0,4.4577706549657865,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.2272020946930871}",25,7,-14.044823873066884,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.01, 'e': 0.23692904868467468}",35,0,21.245255846420797,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.01, 'e': 0.24663230996883403}",20,16,9.348565698829503,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.2563109082275227}",20,0,14.094541063659568,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.2659638756089804}",20,0,-27.634704323486346,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
