trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9999500004166653}",25,0,-133.27078203497365,"{0: 12, 1: 2, 2: 9, 3: 2, 4: 0}",0
2,False,"{'a': 0.01, 'e': 0.24995000166664444}",20,0,-80.21247168764452,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.11106111486099862}",20,0,-120.76955141759184,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.06245000666631112}",20,0,-80.84671470035138,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.01, 'e': 0.039950010415798654}",30,0,38.93965832265595,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.027727792775977894}",20,0,-10.271533347099986,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
7,False,"{'a': 0.01, 'e': 0.02035818367863836}",25,0,0.9664248167908318,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.015575026660978429}",25,0,-72.69892768464901,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
9,False,"{'a': 0.01, 'e': 0.012295712753234498}",20,0,-8.021181194575368,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.009950041652780258}",25,0,4.033452928137917,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.01, 'e': 0.008214513206253693}",25,17,13.912302125108345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.01, 'e': 0.006894504415651849}",20,0,13.077558415251751,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 0.01, 'e': 0.00586723014032419}",30,0,15.74322324764765,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
14,False,"{'a': 0.01, 'e': 0.005052122429656311}",20,6,24.747770879388888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.01, 'e': 0.004394538124160188}",35,0,33.4684125890502,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.01, 'e': 0.0038563565756860427}",20,0,-98.36041819764364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
17,False,"{'a': 0.01, 'e': 0.003410327913181871}",30,0,-7.151935956254674,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.003036554607370745}",25,0,19.574265605591098,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.01, 'e': 0.002720233338274987}",20,0,19.51834950447078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.01, 'e': 0.002450166444603104}",20,0,18.973055227006792,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.01, 'e': 0.002217757176245234}",20,2,-71.80353617511513,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
22,False,"{'a': 0.01, 'e': 0.002016317044071499}",20,4,26.718418043440433,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.01, 'e': 0.0018405791966075139}",20,0,16.228950791909966,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.0016863506507847738}",25,0,33.259845685265,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.0015502598747370315}",20,0,28.093235096699892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.001429570973571765}",25,0,28.826788103243516,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.01, 'e': 0.0013220451253304396}",20,0,-11.525252484399925,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.0012258360182535342}",20,0,32.042650476734806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.01, 'e': 0.0011394100778985697}",20,0,21.259159944256414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.00106148498791734}",20,13,6.173921413742416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.01, 'e': 0.0009909818625241556}",20,0,25.298653522399665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.01, 'e': 0.0009269877129711336}",20,10,15.69754898106471,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.01, 'e': 0.0008687257516330459}",20,0,17.926168333423373,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.0008155317175850746}",20,13,10.214429223749555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.01, 'e': 0.0007668348676305134}",30,0,11.21116100503295,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
36,False,"{'a': 0.01, 'e': 0.000722142610862604}",25,0,0.47972163912343513,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.0006810280099386665}",25,0,13.592021695422684,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
38,False,"{'a': 0.01, 'e': 0.000643119553723345}",20,0,-1.8922498942667225,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.0006080927415235458}",35,0,27.989231862918746,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
40,False,"{'a': 0.01, 'e': 0.0005756631212518032}",30,0,-15.82934200378546,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.0005455805013781113}",20,10,13.239761909846873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.01, 'e': 0.000517624115823304}",30,0,33.219344016667904,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.0004915985666170281}",20,0,18.500798473522508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.0004673304045557662}",25,0,26.559935686573443,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
45,False,"{'a': 0.01, 'e': 0.00044466523572971695}",25,9,19.51377825190655,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.01, 'e': 0.00042346526348087203}",20,0,13.809607641035832,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.0004036071924831729}",30,0,15.2669246685116,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
48,False,"{'a': 0.01, 'e': 0.00038498043523406433}",20,0,23.251069944465705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.00036748557209917594}",20,0,21.514040370343107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.0003510330247561491}",30,0,25.84194267964145,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
51,False,"{'a': 0.01, 'e': 0.00033554190989840496}",20,1,24.92404117206238,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.00032093904573877584}",30,18,21.211004893980412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.00030715808847090104}",25,5,33.002082877979696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.01, 'e': 0.00029413877961722364}",20,0,18.28724995353889,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.00028182628828413414}",25,0,-3.980507249375779,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.00027017063488948216}",25,6,4.677848051624542,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.000259126185029938}",20,0,15.906384728603957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.00024865120389868815}",20,0,-23.887909504122348,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.00023870746311409468}",20,0,-17.753262331492177,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
60,False,"{'a': 0.01, 'e': 0.0002292598930304662}",20,0,22.86260227517946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.00022027627461582356}",25,4,35.77968835588433,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
