trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,0,-197.57250508804387,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.25}",25,0,-131.8574548871318,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.1111111111111111}",35,0,-64.34228314277244,"{0: 29, 1: 1, 2: 2, 3: 2, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.0625}",20,0,-11.318059300932248,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.04}",20,0,0.6367850654323245,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.027777777777777776}",25,0,29.349586578345253,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.02040816326530612}",30,0,-42.70670798665555,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.015625}",20,0,-12.851536095216682,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.012345679012345678}",30,4,33.570414847688404,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.01}",25,0,17.45742054959087,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.008264462809917356}",25,0,-35.15545757998615,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.006944444444444444}",25,8,-11.752837356433613,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.005917159763313609}",20,3,25.20693544982173,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.00510204081632653}",20,10,-23.292942298193527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
15,False,"{'a': 0.5, 'e': 0.0044444444444444444}",25,7,15.790572498525528,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.00390625}",30,0,1.811183927303995,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.0034602076124567475}",25,11,-19.707448889905734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
18,False,"{'a': 0.5, 'e': 0.0030864197530864196}",25,0,31.19168125825629,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.002770083102493075}",25,0,29.227916604857725,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.0025}",35,0,42.30714044258001,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.0022675736961451248}",20,0,-5.411473178144304,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.002066115702479339}",20,0,-16.960344968835773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.001890359168241966}",20,0,27.402373100683462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.001736111111111111}",20,16,7.524987145640065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.0016}",20,4,-20.867346468757777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.0014792899408284023}",20,3,-36.86065432297231,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
27,False,"{'a': 0.5, 'e': 0.0013717421124828531}",20,13,13.336426574128145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.0012755102040816326}",20,0,28.39428596308483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.0011890606420927466}",20,16,7.010628047727908,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.0011111111111111111}",20,6,22.969785303647097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.001040582726326743}",30,1,6.889274266428745,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
